season,date,home_team_abbr,away_team_abbr,home_team_pregame_rating,away_team_pregame_rating,home_team_winprob,away_team_winprob,overtime_prob,home_team_expected_points,away_team_expected_points,home_team_won,decade
1920,1919-12-23,OTS,TOR,1446.9998989868,1432.19207029618,0.592199104787353,0.407800895212647,0.232248632773391,1.27910940993161,0.953139222841783,1,1920
1920,1919-12-24,HAM,MTL,1380.0,1461.94494219812,0.454156644541989,0.545843355458011,0.2380537507989,1.03825334719941,1.19980040359949,0,1920
1920,1919-12-27,TOR,HAM,1428.54104598989,1374.34977175624,0.645604413312022,0.354395586687978,0.225422749809712,1.37109765429567,0.854325095514038,1,1920
1920,1919-12-27,OTS,MTL,1450.65092329308,1467.59517044189,0.547428032131529,0.452571967868471,0.237855910305579,1.2025029816592,1.03535292864638,1,1920
1920,1919-12-31,TOR,MTL,1431.65592728919,1464.2060055432,0.525091361598297,0.474908638401703,0.24064574137917,1.16446746457214,1.07617827680703,1,1920
1920,1920-01-01,HAM,OTS,1371.23489045693,1454.04008819177,0.452929325688287,0.547070674311713,0.237900525445037,1.0360070522509,1.20189347319414,0,1920
1920,1920-01-03,TOR,OTS,1436.54860853424,1456.19274534715,0.543574775872144,0.456425224127856,0.238336969738343,1.19593255657506,1.04240441316328,1,1920
1920,1920-01-07,OTS,MTL,1454.02091905983,1459.31332429815,0.563986621535383,0.436013378464617,0.235787484973248,1.23077974099363,1.00500774397962,1,1920
1920,1920-01-07,HAM,TOR,1369.08223330156,1438.72043482156,0.4717684153301,0.5282315846699,0.24025320203024,1.07044616029065,1.16980704173959,1,1920
1920,1920-01-10,OTS,HAM,1456.08140420093,1373.14065223452,0.682496484262817,0.317503515737183,0.22053049074993,1.43501217466598,0.785518316083946,1,1920
1920,1920-01-10,MTL,TOR,1457.25283915705,1434.6620158886,0.60297257811379,0.39702742188621,0.230888346548549,1.29761416120132,0.933274185347229,1,1920
1920,1920-01-12,MTL,HAM,1462.09772759159,1369.55768479448,0.694348078181763,0.305651921818237,0.218914046227488,1.45560765530596,0.763306390921523,1,1920
1920,1920-01-14,TOR,MTL,1429.81712745405,1465.06700961671,0.521214382096157,0.478785617903843,0.2411306426202,1.15787864791478,1.08325199470542,0,1920
1920,1920-01-14,HAM,OTS,1366.58840276937,1459.66437164096,0.438324393612047,0.561675606387953,0.236076379457014,1.00924713080948,1.22682924864753,0,1920
1920,1920-01-17,TOR,HAM,1427.28204708768,1364.51538164167,0.656815985395665,0.343184014604335,0.223955478048036,1.39048991084049,0.833465567207549,1,1920
1920,1920-01-17,MTL,OTS,1467.60208998309,1461.73739276866,0.579710004453011,0.420289995546989,0.233818573069272,1.25769161594011,0.976126957129163,1,1920
1920,1920-01-21,OTS,HAM,1459.76173522379,1360.84440756604,0.702083071209094,0.297916928790906,0.217844885953799,1.46906582179435,0.74877906415945,1,1920
1920,1920-01-21,MTL,TOR,1469.57774752796,1430.95302116331,0.62484513816825,0.37515486183175,0.228103604608818,1.33526445260685,0.892839152001973,1,1920
1920,1920-01-24,TOR,OTS,1429.2165440069,1463.77459317384,0.522208132209435,0.477791867790565,0.241006321700046,1.15956712501327,1.08143919668678,1,1920
1920,1920-01-24,HAM,MTL,1356.83154961599,1471.31422468437,0.40825299576956,0.59174700423044,0.232305583520465,0.953972124653359,1.27833345886711,0,1920
1920,1920-01-28,OTS,TOR,1460.16605168178,1432.82508549896,0.609499859546689,0.390500140453311,0.230060876502058,1.30883852368024,0.921222352821815,1,1920
1920,1920-01-28,MTL,HAM,1475.42664126333,1352.71913303702,0.729913614107512,0.270086385892488,0.213889723070012,1.51759593049855,0.696293792571463,1,1920
1920,1920-01-31,HAM,TOR,1351.51627754321,1428.07048917244,0.461859653246468,0.538140346753532,0.239015470838045,1.05234317484918,1.18667229598886,1,1920
1920,1920-01-31,OTS,MTL,1464.9206480083,1476.62949675714,0.554883363913394,0.445116636086606,0.236924985272318,1.21522598027607,1.02169900499625,1,1920
1920,1920-02-04,TOR,MTL,1422.40580328223,1470.87449990216,0.502203708440459,0.497796291559541,0.243514431958842,1.12562799805126,1.11788643390758,0,1920
