season,date,home_team_abbr,away_team_abbr,home_team_pregame_rating,away_team_pregame_rating,home_team_winprob,away_team_winprob,overtime_prob,home_team_expected_points,away_team_expected_points,home_team_won,decade
1918,1917-12-19,OTS,MTL,1380.0,1380.0,0.571463117408381,0.428536882591619,0.234852098951034,1.24356902117134,0.991283077779696,0,1910
1918,1917-12-19,MTW,TOR,1380.0,1380.0,0.571463117408381,0.428536882591619,0.234852098951034,1.24356902117134,0.991283077779696,1,1910
1918,1917-12-21,MTW,MTL,1382.02004940107,1385.40998011946,0.566677751056133,0.433322248943867,0.235450943039885,1.23538163426626,1.00006930877362,0,1910
1918,1917-12-21,TOR,OTS,1377.97995059893,1374.59001988054,0.57623515607664,0.42376484392336,0.234254311288147,1.25173905381468,0.982515257473472,1,1910
1918,1917-12-26,TOR,MTL,1383.19831848824,1393.3211432472,0.557137190011417,0.442862809988583,0.236643464953536,1.21907496987759,1.01756849507594,1,1910
1918,1917-12-26,MTW,OTS,1374.10888627334,1369.37165199122,0.578127878606185,0.421872121393815,0.234017018369752,1.25498101319427,0.979036005175479,0,1910
1918,1917-12-29,OTS,MTW,1374.85772108834,1368.62281717622,0.580229146118025,0.419770853881975,0.233753438313366,1.2585811726347,0.975172265678666,1,1910
1918,1917-12-29,MTL,TOR,1390.01551210083,1386.50394963461,0.576406119860597,0.423593880139403,0.234232882123483,1.25203185511612,0.982201027007367,1,1910
1918,1918-01-02,MTL,MTW,1395.23147306969,1363.46061470122,0.615552002795753,0.384447997204247,0.229291069647438,1.31925449809428,0.910036571553156,1,1910
1918,1918-01-02,OTS,TOR,1380.01992356334,1381.28798866575,0.569674578717418,0.430325421282582,0.235075983801182,1.2405083291975,0.994567654603685,0,1910
1918,1918-01-05,TOR,MTW,1384.10581779121,1361.67540120733,0.60275150420493,0.39724849579507,0.230916325550002,1.29723417138912,0.93368215416088,1,1910
1918,1918-01-05,MTL,OTS,1397.01668656358,1377.20209443788,0.599140490728082,0.400859509271918,0.231372926561781,1.29102901925653,0.940343907305254,1,1910
1918,1918-01-09,TOR,MTL,1385.95858936812,1398.88860702842,0.553146472111651,0.446853527888349,0.237141900865304,1.21226063923511,1.02488126163019,1,1910
1918,1918-01-12,MTL,OTS,1395.54870196214,1375.33017397304,0.599698817781973,0.400301182218027,0.231302377007867,1.29198825053004,0.939314126477832,1,1910
1918,1918-01-14,OTS,TOR,1370.962299169,1389.2984944344,0.545442137607182,0.454557862392818,0.238103840613933,1.19911624803135,1.03898759258258,1,1910
1918,1918-01-16,TOR,OTS,1385.16406063879,1375.09673296461,0.585592734725232,0.414407265274768,0.233079896668524,1.26777547201939,0.965304424649132,1,1910
1918,1918-01-19,MTL,TOR,1399.91657676619,1387.108185379,0.589416601280787,0.410583398719213,0.232598988941007,1.27433448597963,0.958264502961381,1,1910
1918,1918-01-21,OTS,MTL,1373.1526082244,1404.05574543923,0.527454951588891,0.472545048411109,0.240350268016097,1.16848623221307,1.07186403580303,0,1910
1918,1918-01-23,MTL,OTS,1408.10711729311,1369.10123637052,0.625359324665675,0.374640675334325,0.228037695111573,1.33615084542963,0.891886849681941,0,1910
1918,1918-01-26,OTS,TOR,1372.25803164543,1382.96901670596,0.556301651688778,0.443698348311222,0.236747836867447,1.2176479275619,1.01909990930555,1,1910
1918,1918-01-28,TOR,MTL,1378.94808450741,1404.95032201819,0.534480740004882,0.465519259995118,0.239472478406857,1.18044053094692,1.05903194745994,1,1910
1918,1918-01-30,OTS,MTL,1376.27896384398,1400.16951489972,0.537503944376011,0.462496055623989,0.239094936521548,1.18558835381291,1.05350658270864,0,1910
1918,1918-02-02,MTL,TOR,1405.19794122771,1383.72889162588,0.601425663403365,0.398574336596635,0.231084062094376,1.29495550355405,0.936128558540324,1,1910
1918,1918-02-04,TOR,OTS,1378.47425974517,1371.25053751599,0.581614895088203,0.418385104911797,0.233579525869438,1.26095598461254,0.972623541256899,1,1910
1918,1918-02-06,OTS,MTL,1366.35949047986,1410.45257310843,0.508499918476352,0.491500081523648,0.242723598281976,1.13629850529601,1.10642509298597,1,1910
1918,1918-02-09,MTL,TOR,1405.92612438181,1383.3653067813,0.602931227231057,0.397068772768943,0.230893580119044,1.29754308496021,0.933350495158834,0,1910
1918,1918-02-11,TOR,OTS,1389.85966880499,1370.88593920648,0.597977411852771,0.402022588147229,0.231519835927467,1.28903102735252,0.942488808574943,1,1910
1918,1918-02-13,OTS,TOR,1367.92635414867,1392.81925386281,0.536069257965328,0.463930742034672,0.239274092427553,1.18314512318024,1.05612896924731,0,1910
1918,1918-02-16,MTL,OTS,1399.43176235811,1361.80168294193,0.623502011439557,0.376497988560443,0.228275662813361,1.33294935076565,0.895326312047715,1,1910
1918,1918-02-18,TOR,MTL,1398.94392506954,1403.77052987258,0.564645870472774,0.435354129527226,0.235705055558998,1.2319069102336,1.0037981453254,0,1910
1918,1918-02-20,MTL,TOR,1411.64767784955,1391.06677709257,0.600199475421699,0.399800524578301,0.231239099468828,1.29284846411405,0.938390635354778,1,1910
1918,1918-02-23,TOR,OTS,1389.20047650323,1357.46291542746,0.61550664242554,0.38449335757446,0.229296849146935,1.31917640026083,0.910120448886105,1,1910
1918,1918-02-25,OTS,MTL,1353.0197613334,1413.51397843889,0.484902198689638,0.515097801310362,0.241896381001816,1.09440469137824,1.14749168962357,1,1910
1918,1918-02-27,MTL,OTS,1406.69487830667,1359.83886146562,0.567025370688726,0.432974629311274,0.235407459941446,1.23597619908271,0.999431260858737,0,1910
1918,1918-03-02,TOR,MTL,1393.64363059729,1402.27921178192,0.559248510283698,0.440751489716302,0.236379687995857,1.22268172019024,1.01369796780561,1,1910
1918,1918-03-06,OTS,TOR,1364.25452799037,1396.93116281272,0.524909687400978,0.475090312599022,0.240668456823386,1.1641586271869,1.07650982963648,1,1910
1918,1918-03-11,TOR,MTL,1391.27002101156,1398.99167956649,0.575473102065955,0.424526897934045,0.234349818449703,1.25043400558977,0.983915812859934,1,1910
1918,1918-03-13,MTL,TOR,1394.69167221786,1395.57002836019,0.587456038155254,0.412543961844746,0.232845638169057,1.27097113837904,0.961874499790018,1,1910
1919,1918-12-21,MTL,OTS,1429.13808248013,1410.44096885407,0.597594555503195,0.402405444496805,0.231568178496841,1.28837340680573,0.943194771691115,0,1910
1919,1918-12-23,TOR,MTL,1427.0451079245,1423.42733155587,0.576555397590344,0.423444602409656,0.234214170398319,1.25228752144371,0.981926648954607,0,1910
1919,1918-12-26,OTS,TOR,1416.15171977834,1424.18626412425,0.560101150795042,0.439898849204958,0.236273145944636,1.22413858658916,1.01213455935547,1,1910
